怪物id,怪物类型,怪物名称,怪物等级,怪物血条数量,怪物头像,怪物模型,属性,绝对生命值（每次受到伤害只扣除1点生命值）,属性,属性,属性,血条位置,模型百分比,能否被击退,AI类型,心跳
310008,4,青龙·7转,140,10,412,4730,2699026908,0,145216,0,0,300,150,,3,100
310009,4,穷奇·9转,140,10,408,4727,3699026908,0,245216,0,0,300,150,,3,100
310010,4,混沌·10转,140,10,407,4726,4699026908,0,345216,0,0,300,150,,3,100
310011,4,饕餮·11转,140,10,409,4728,5699026908,0,445216,0,0,300,150,,3,100
260004,3,比奇弓箭手,30,1,312,4557,20,1,30000,0,0,,,,1,100
250001,4,远古泥妖,80,1,368,4694,16600000,0,20542,0,0,,,,,
250002,4,奥玛邪神,90,1,353,4701,30496000,0,26705,0,0,240,95,,,
250003,4,祖玛金刚,100,1,370,4630,47400000,0,34717,0,0,240,105,,,
250004,4,黄泉祭司,105,1,358,4620,63042000,0,46173,0,0,260,105,,,
250005,4,虹魔妖王,110,2,342,4605,83845860,0,61410,0,0,260,90,,,
250006,4,深渊海魔,115,2,341,4604,111514993,0,81675,0,0,260,100,,,
250007,4,暗影战神,120,2,337,4600,148314940,0,108628,0,0,260,130,,,
250008,4,凛冬教主,125,4,349,4612,197258870,0,144475,0,0,280,110,,,
250009,4,雪域魔王,130,4,355,4618,262354297,0,192151,0,0,260,105,,,
250010,4,巫妖王,135,4,351,4614,348931215,0,255560,0,0,400,100,,,
250011,4,怒之远古泥妖,140,4,368,4694,464078515,0,339895,0,0,,,,,
250012,4,怒之奥玛邪神,145,8,353,4701,617224424,0,452060,0,0,240,95,,,
250013,4,怒之祖玛金刚,150,8,370,4630,820908483,0,601240,0,0,240,105,,,
250014,4,怒之黄泉祭司,150,8,358,4620,861953907,0,631302,0,0,260,105,,,
250015,4,怒之虹魔妖王,150,8,342,4605,905051602,0,662867,0,0,260,90,,,
250016,4,怒之深渊海魔,150,12,341,4604,950304182,0,696010,0,0,260,100,,,
250017,4,怒之暗影战神,150,12,337,4600,997819391,0,730810,0,0,260,130,,,
250018,4,怒之凛冬教主,150,12,349,4612,1047710360,0,767350,0,0,280,110,,,
250019,4,怒之雪域魔王,150,12,355,4618,1100095878,0,805717,0,0,260,105,,,
250020,4,怒之巫妖王,150,12,351,4614,1155100671,0,846003,0,0,400,100,,,
250021,4,影之远古泥妖,150,15,368,4694,1212855704,0,888302,0,0,,,,,
250022,4,影之奥玛邪神,150,15,353,4701,1273498489,0,932717,0,0,240,95,,,
250023,4,影之祖玛金刚,150,15,370,4630,1337173413,0,979353,0,0,240,105,,,
250024,4,影之黄泉祭司,150,15,358,4620,1404032083,0,1028320,0,0,260,105,,,
250025,4,影之虹魔妖王,150,15,342,4605,1474233687,0,1079736,0,0,260,90,,,
250026,4,影之深渊海魔,150,20,341,4604,1547945371,0,1133722,0,0,260,100,,,
250027,4,影之暗影战神,150,20,337,4600,1625342639,0,1190408,0,0,260,130,,,
250028,4,影之凛冬教主,150,20,349,4612,1706609770,0,1249929,0,0,280,110,,,
250029,4,影之雪域魔王,150,20,355,4618,1791940258,0,1312425,0,0,260,105,,,
250030,4,影之魔化巫妖王,150,20,351,4614,1881537270,0,1378045,0,0,400,100,,,
101,5,试炼一重·尸王,60,1,364,4625,47362,0,3652,266,266,220,110,,,
102,5,试炼一重·沃玛教主,60,1,353,4687,54963,0,4146,306,306,220,95,,,
103,5,试炼一重·触龙神,60,1,340,4603,62564,0,4640,346,346,240,95,,,
104,5,试炼一重·白猪王,60,1,338,4601,70165,0,5134,386,386,240,100,,,
105,5,试炼一重·祖玛教主,60,1,370,4699,77768,0,5631,429,429,240,110,,,
106,5,试炼一重·赤月恶魔,60,1,339,4602,92278,0,6561,527,527,210,100,,,
107,5,试炼一重·黄泉教主,60,1,358,4656,106788,0,7491,625,625,225,100,,3,
108,5,试炼一重·牛魔王,60,1,362,4683,121298,0,8421,723,723,240,125,,,
109,5,试炼一重·虹魔教主,60,1,342,4653,135808,0,9351,821,821,260,110,,,
110,5,试炼一重·蛇妖王,60,1,352,4615,150318,0,10281,919,919,260,130,,,
111,5,试炼二重·狂血战魔,60,1,360,4621,164828,0,11211,1017,1017,215,115,,,
112,5,试炼二重·镇魔妖王,60,1,369,4629,179342,0,12145,1115,1115,280,120,,,
113,5,试炼二重·深海巨魔,60,1,363,4624,203348,0,13935,1292,1292,260,100,,,
114,5,试炼二重·雷炎蜘蛛,60,1,347,4610,227354,0,15725,1469,1469,225,100,,3,
115,5,试炼二重·炼狱巨魔,60,1,348,4611,251360,0,17515,1646,1646,250,120,,,
116,5,试炼二重·亡灵主宰,60,1,366,4627,275366,0,19305,1823,1823,270,110,,,
117,5,试炼二重·雪域魔王,60,1,355,4691,299372,0,21095,2000,2000,245,120,,,
118,5,试炼二重·禁地魔王,60,1,346,4609,323383,0,22887,2177,2177,240,95,,3,
119,5,试炼二重·阿修罗神,60,1,357,4619,346686,0,24094,2288,2288,280,110,,3,
120,5,试炼二重·铁血魔王,60,1,365,4626,369989,0,25301,2399,2399,300,100,,,
121,5,试炼三重·尸王,60,1,364,4625,393292,0,26508,2510,2510,220,110,,,
122,5,试炼三重·沃玛教主,61,1,353,4687,416595,0,27715,2621,2621,220,95,,,
123,5,试炼三重·触龙神,62,1,340,4603,439898,0,28922,2732,2732,240,95,,,
124,5,试炼三重·白猪王,63,1,338,4601,463201,0,30129,2843,2843,240,100,,,
125,5,试炼三重·祖玛教主,64,1,370,4699,486504,0,31336,2954,2954,240,110,,,
126,5,试炼三重·赤月恶魔,65,1,339,4602,509807,0,32543,3065,3065,210,100,,,
127,5,试炼三重·黄泉教主,66,1,358,4656,533110,0,33750,3176,3176,225,100,,3,
128,5,试炼三重·牛魔王,67,1,362,4683,556414,0,34966,3296,3296,240,125,,,
129,5,试炼三重·虹魔教主,68,1,342,4653,605975,0,38890,3325,3325,260,110,,,
130,5,试炼三重·蛇妖王,69,1,352,4615,655536,0,42814,3354,3354,260,130,,,
131,5,试炼四重·狂血战魔,70,1,360,4621,705097,0,46738,3383,3383,215,115,,,
132,5,试炼四重·镇魔妖王,71,1,369,4629,754658,0,50662,3412,3412,280,120,,,
133,5,试炼四重·深海巨魔,72,1,363,4624,804219,0,54586,3441,3441,260,100,,,
134,5,试炼四重·雷炎蜘蛛,73,1,347,4610,853780,0,58510,3470,3470,225,100,,3,
135,5,试炼四重·炼狱巨魔,74,1,348,4611,903341,0,62434,3499,3499,250,120,,,
136,5,试炼四重·亡灵主宰,75,1,366,4627,952902,0,66358,3528,3528,270,110,,,
137,5,试炼四重·雪域魔王,76,1,355,4691,1002463,0,70282,3557,3557,245,120,,,
138,5,试炼四重·禁地魔王,77,1,346,4609,1052024,0,74206,3586,3586,240,95,,3,
139,5,试炼四重·阿修罗神,78,1,357,4619,1101585,0,78130,3615,3615,280,110,,3,
140,5,试炼四重·铁血魔王,79,1,365,4626,1151150,0,82061,3650,3650,300,100,,,
141,5,试炼五重·尸王,80,1,364,4625,1187804,0,85004,3748,3748,220,110,,,
142,5,试炼五重·沃玛教主,81,1,353,4687,1224458,0,87947,3846,3846,220,95,,,
143,5,试炼五重·触龙神,82,1,340,4603,1261112,0,90890,3944,3944,240,95,,,
144,5,试炼五重·白猪王,83,1,338,4601,1297766,0,93833,4042,4042,240,100,,,
145,5,试炼五重·祖玛教主,84,1,370,4699,1334420,0,96776,4140,4140,240,110,,,
146,5,试炼五重·赤月恶魔,85,1,339,4602,1371074,0,99719,4238,4238,210,100,,,
147,5,试炼五重·黄泉教主,86,1,358,4656,1407728,0,102662,4336,4336,225,100,,3,
148,5,试炼五重·牛魔王,87,1,362,4683,1444382,0,105605,4434,4434,240,125,,,
149,5,试炼五重·虹魔教主,88,1,342,4653,1481036,0,108548,4532,4532,260,110,,,
150,5,试炼五重·蛇妖王,89,1,352,4615,1517690,0,111491,4630,4630,260,130,,,
151,5,试炼六重·狂血战魔,90,1,360,4621,1554344,0,114434,4728,4728,215,115,,,
152,5,试炼六重·镇魔妖王,91,1,369,4629,1590998,0,117377,4826,4826,280,120,,,
153,5,试炼六重·深海巨魔,92,1,363,4624,1627652,0,120320,4924,4924,260,100,,,
154,5,试炼六重·雷炎蜘蛛,93,1,347,4610,1664306,0,123263,5022,5022,225,100,,3,
155,5,试炼六重·炼狱巨魔,94,1,348,4611,1700960,0,126206,5120,5120,250,120,,,
156,5,试炼六重·亡灵主宰,95,1,366,4627,1737614,0,129149,5218,5218,270,110,,,
157,5,试炼六重·雪域魔王,96,1,355,4691,1774268,0,132092,5316,5316,245,120,,,
158,5,试炼六重·禁地魔王,97,1,346,4609,1810922,0,135035,5414,5414,240,95,,3,
159,5,试炼六重·阿修罗神,98,1,357,4619,1847576,0,137978,5512,5512,280,110,,3,
160,5,试炼六重·铁血魔王,99,1,365,4626,1884234,0,140939,5617,5617,300,100,,,
161,5,试炼七重·尸王,100,1,364,4625,1957382,0,145217,5827,5827,220,110,,,
162,5,试炼七重·沃玛教主,101,1,353,4687,2030530,0,149495,6037,6037,220,95,,,
163,5,试炼七重·触龙神,102,1,340,4603,2103678,0,153773,6247,6247,240,95,,,
164,5,试炼七重·白猪王,103,1,338,4601,2176826,0,158051,6457,6457,240,100,,,
165,5,试炼七重·祖玛教主,104,1,370,4699,2249974,0,162329,6667,6667,240,110,,,
166,5,试炼七重·赤月恶魔,105,1,339,4602,2323122,0,166607,6877,6877,210,100,,,
167,5,试炼七重·黄泉教主,106,1,358,4656,2396270,0,170885,7087,7087,225,100,,3,
168,5,试炼七重·牛魔王,107,1,362,4683,2469418,0,175163,7297,7297,240,125,,,
169,5,试炼七重·虹魔教主,108,1,342,4653,2542566,0,179441,7507,7507,260,110,,,
170,5,试炼七重·蛇妖王,109,1,352,4615,2615714,0,183719,7717,7717,260,130,,,
171,5,试炼八重·狂血战魔,110,1,360,4621,2688862,0,187997,7927,7927,215,115,,,
172,5,试炼八重·镇魔妖王,111,1,369,4629,2762010,0,192275,8137,8137,280,120,,,
173,5,试炼八重·深海巨魔,112,1,363,4624,2835158,0,196553,8347,8347,260,100,,,
174,5,试炼八重·雷炎蜘蛛,113,1,347,4610,2908306,0,200831,8557,8557,225,100,,3,
175,5,试炼八重·炼狱巨魔,114,1,348,4611,2981460,0,205117,8779,8779,250,120,,,
176,5,试炼八重·亡灵主宰,115,1,366,4627,3051513,0,208782,8988,8988,270,110,,,
177,5,试炼八重·雪域魔王,116,1,355,4691,3121566,0,212447,9197,9197,245,120,,,
178,5,试炼八重·禁地魔王,117,1,346,4609,3191619,0,216112,9406,9406,240,95,,3,
179,5,试炼八重·阿修罗神,118,1,357,4619,3261672,0,219777,9615,9615,280,110,,3,
180,5,试炼八重·铁血魔王,119,1,365,4626,3331725,0,223442,9824,9824,300,100,,,
181,5,试炼九重·尸王,120,1,364,4625,3401778,0,227107,10033,10033,220,110,,,
182,5,试炼九重·沃玛教主,121,1,353,4687,3471831,0,230772,10242,10242,220,95,,,
183,5,试炼九重·触龙神,122,1,340,4603,3541884,0,234437,10451,10451,240,95,,,
184,5,试炼九重·白猪王,123,1,338,4601,3611937,0,238102,10660,10660,240,100,,,
185,5,试炼九重·祖玛教主,124,1,370,4699,3681990,0,241767,10869,10869,240,110,,,
186,5,试炼九重·赤月恶魔,125,1,339,4602,3752043,0,245432,11078,11078,210,100,,,
187,5,试炼九重·黄泉教主,126,1,358,4656,3822096,0,249097,11287,11287,225,100,,3,
188,5,试炼九重·牛魔王,127,1,362,4683,3892149,0,252762,11496,11496,240,125,,,
189,5,试炼九重·虹魔教主,128,1,342,4653,3962202,0,256427,11705,11705,260,110,,,
190,5,试炼九重·蛇妖王,129,1,352,4615,4032255,0,260092,11914,11914,260,130,,,
191,5,试炼十重·狂血战魔,130,1,360,4621,4102308,0,263757,12123,12123,215,115,,,
192,5,试炼十重·镇魔妖王,131,1,369,4629,4172361,0,267422,12332,12332,280,120,,,
193,5,试炼十重·深海巨魔,132,1,363,4624,4242414,0,271087,12541,12541,260,100,,,
194,5,试炼十重·雷炎蜘蛛,133,1,347,4610,4312467,0,274752,12750,12750,225,100,,3,
195,5,试炼十重·炼狱巨魔,134,1,348,4611,4382520,0,278417,12959,12959,250,120,,,
196,5,试炼十重·亡灵主宰,135,1,366,4627,4452573,0,282082,13168,13168,270,110,,,
197,5,试炼十重·雪域魔王,136,1,355,4691,4522626,0,285747,13377,13377,245,120,,,
198,5,试炼十重·禁地魔王,137,1,346,4609,4592679,0,289412,13586,13586,240,95,,3,
199,5,试炼十重·阿修罗神,138,1,357,4619,4662732,0,293077,13795,13795,280,110,,3,
200,5,试炼十重·铁血魔王,139,1,365,4626,4732791,0,296761,14023,14023,300,100,,,
201,5,试炼十一重·尸王,140,2,364,4625,4796475,0,310496,14119,14119,220,110,,,
202,5,试炼十一重·沃玛教主,141,2,353,4687,4860159,0,324231,14215,14215,220,95,,,
203,5,试炼十一重·触龙神,142,2,340,4603,4923843,0,337966,14311,14311,240,95,,,
204,5,试炼十一重·白猪王,143,2,338,4601,4987527,0,351701,14407,14407,240,100,,,
205,5,试炼十一重·祖玛教主,144,2,370,4699,5051211,0,365436,14503,14503,240,110,,,
206,5,试炼十一重·赤月恶魔,145,2,339,4602,5114895,0,379171,14599,14599,210,100,,,
207,5,试炼十一重·黄泉教主,146,2,358,4656,5178579,0,392906,14695,14695,225,100,,3,
208,5,试炼十一重·牛魔王,147,2,362,4683,5242263,0,406641,14791,14791,240,125,,,
209,5,试炼十一重·虹魔教主,148,2,342,4653,5305947,0,420376,14887,14887,260,110,,,
210,5,试炼十一重·蛇妖王,149,2,352,4615,5369631,0,434111,14983,14983,260,130,,,
211,5,试炼十二重·狂血战魔,150,2,360,4621,5433315,0,447846,15079,15079,215,115,,,
212,5,试炼十二重·镇魔妖王,150,2,369,4629,5496999,0,461581,15175,15175,280,120,,,
213,5,试炼十二重·深海巨魔,150,2,363,4624,5560683,0,475316,15271,15271,260,100,,,
214,5,试炼十二重·雷炎蜘蛛,150,2,347,4610,5624367,0,489051,15367,15367,225,100,,3,
215,5,试炼十二重·炼狱巨魔,150,2,348,4611,5688051,0,502786,15463,15463,250,120,,,
216,5,试炼十二重·亡灵主宰,150,2,366,4627,5751735,0,516521,15559,15559,270,110,,,
217,5,试炼十二重·雪域魔王,150,2,355,4691,5815419,0,530256,15655,15655,245,120,,,
218,5,试炼十二重·禁地魔王,150,2,346,4609,5879103,0,543991,15751,15751,240,95,,3,
219,5,试炼十二重·阿修罗神,150,2,357,4619,5942787,0,557726,15847,15847,280,110,,3,
220,5,试炼十二重·铁血魔王,150,2,365,4626,6006471,0,571461,15943,15943,300,100,,,
221,5,试炼十三重·尸王,150,2,364,4625,6070155,0,585196,16039,16039,220,110,,,
222,5,试炼十三重·沃玛教主,150,2,353,4687,6133839,0,598931,16135,16135,220,95,,,
223,5,试炼十三重·触龙神,150,2,340,4603,6197523,0,612666,16231,16231,240,95,,,
224,5,试炼十三重·白猪王,150,2,338,4601,6261207,0,626401,16327,16327,240,100,,,
225,5,试炼十三重·祖玛教主,150,2,370,4699,6324891,0,640136,16423,16423,240,110,,,
226,5,试炼十三重·赤月恶魔,150,2,339,4602,6388575,0,653871,16519,16519,210,100,,,
227,5,试炼十三重·黄泉教主,150,2,358,4656,6452259,0,667606,16615,16615,225,100,,3,
228,5,试炼十三重·牛魔王,150,2,362,4683,6515943,0,681341,16711,16711,240,125,,,
229,5,试炼十三重·虹魔教主,150,2,342,4653,6579627,0,695076,16807,16807,260,110,,,
230,5,试炼十三重·蛇妖王,150,2,352,4615,6643331,0,708820,16912,16912,260,130,,,
231,5,试炼十四重·狂血战魔,150,2,360,4621,6836300,0,720111,17214,17214,215,115,,,
232,5,试炼十四重·镇魔妖王,150,2,369,4629,7029269,0,731402,17516,17516,280,120,,,
233,5,试炼十四重·深海巨魔,150,2,363,4624,7222238,0,742693,17818,17818,260,100,,,
234,5,试炼十四重·雷炎蜘蛛,150,2,347,4610,7415207,0,753984,18120,18120,225,100,,3,
235,5,试炼十四重·炼狱巨魔,150,2,348,4611,7608176,0,765275,18422,18422,250,120,,,
236,5,试炼十四重·亡灵主宰,150,2,366,4627,7801145,0,776566,18724,18724,270,110,,,
237,5,试炼十四重·雪域魔王,150,2,355,4691,7994114,0,787857,19026,19026,245,120,,,
238,5,试炼十四重·禁地魔王,150,2,346,4609,8187083,0,799148,19328,19328,240,95,,3,
239,5,试炼十四重·阿修罗神,150,2,357,4619,8380052,0,810439,19630,19630,280,110,,3,
240,5,试炼十四重·铁血魔王,150,2,365,4626,8573021,0,821730,19932,19932,300,100,,,
241,5,试炼十五重·尸王,150,2,364,4625,8765990,0,833021,20234,20234,220,110,,,
242,5,试炼十五重·沃玛教主,150,2,353,4687,8958959,0,844312,20536,20536,220,95,,,
243,5,试炼十五重·触龙神,150,2,340,4603,9151928,0,855603,20838,20838,240,95,,,
244,5,试炼十五重·白猪王,150,2,338,4601,9344897,0,866894,21140,21140,240,100,,,
245,5,试炼十五重·祖玛教主,150,2,370,4699,9537866,0,878185,21442,21442,240,110,,,
246,5,试炼十五重·赤月恶魔,150,2,339,4602,9730835,0,889476,21744,21744,210,100,,,
247,5,试炼十五重·黄泉教主,150,2,358,4656,9923804,0,900767,22046,22046,225,100,,3,
248,5,试炼十五重·牛魔王,150,2,362,4683,10116773,0,912058,22348,22348,240,125,,,
249,5,试炼十五重·虹魔教主,150,2,342,4653,10309742,0,923349,22650,22650,260,110,,,
250,5,试炼十五重·蛇妖王,150,2,352,4615,10502717,0,934652,22963,22963,260,130,,,
251,5,试炼十六重·狂血战魔,150,2,360,4621,10582776,0,943070,23190,23190,215,115,,,
252,5,试炼十六重·镇魔妖王,150,2,369,4629,10662835,0,951488,23417,23417,280,120,,,
253,5,试炼十六重·深海巨魔,150,2,363,4624,10742894,0,959906,23644,23644,260,100,,,
254,5,试炼十六重·雷炎蜘蛛,150,2,347,4610,10822953,0,968324,23871,23871,225,100,,3,
255,5,试炼十六重·炼狱巨魔,150,2,348,4611,10903012,0,976742,24098,24098,250,120,,,
256,5,试炼十六重·亡灵主宰,150,2,366,4627,10983071,0,985160,24325,24325,270,110,,,
257,5,试炼十六重·雪域魔王,150,2,355,4691,11063130,0,993578,24552,24552,245,120,,,
258,5,试炼十六重·禁地魔王,150,2,346,4609,11143189,0,1001996,24779,24779,240,95,,3,
259,5,试炼十六重·阿修罗神,150,2,357,4619,11223248,0,1010414,25006,25006,280,110,,3,
260,5,试炼十六重·铁血魔王,150,2,365,4626,11303307,0,1018832,25233,25233,300,100,,,
261,5,试炼十七重·尸王,150,2,364,4625,11383366,0,1027250,25460,25460,220,110,,,
262,5,试炼十七重·沃玛教主,150,2,353,4687,11463425,0,1035668,25687,25687,220,95,,,
263,5,试炼十七重·触龙神,150,2,340,4603,11543484,0,1044086,25914,25914,240,95,,,
264,5,试炼十七重·白猪王,150,2,338,4601,11623543,0,1052504,26141,26141,240,100,,,
265,5,试炼十七重·祖玛教主,150,2,370,4699,11703602,0,1060922,26368,26368,240,110,,,
266,5,试炼十七重·赤月恶魔,150,2,339,4602,11783661,0,1069340,26595,26595,210,100,,,
267,5,试炼十七重·黄泉教主,150,2,358,4656,11863720,0,1077758,26822,26822,225,100,,3,
268,5,试炼十七重·牛魔王,150,2,362,4683,11943779,0,1086176,27049,27049,240,125,,,
269,5,试炼十七重·虹魔教主,150,2,342,4653,12023838,0,1094594,27276,27276,260,110,,,
270,5,试炼十七重·蛇妖王,150,2,352,4615,12103897,0,1103012,27503,27503,260,130,,,
271,5,试炼十八重·狂血战魔,150,2,360,4621,12183956,0,1111430,27730,27730,215,115,,,
272,5,试炼十八重·镇魔妖王,150,2,369,4629,12264015,0,1119848,27957,27957,280,120,,,
273,5,试炼十八重·深海巨魔,150,2,363,4624,12344074,0,1128266,28184,28184,260,100,,,
274,5,试炼十八重·雷炎蜘蛛,150,2,347,4610,12424133,0,1136684,28411,28411,225,100,,3,
275,5,试炼十八重·炼狱巨魔,150,2,348,4611,12504192,0,1145102,28638,28638,250,120,,,
276,5,试炼十八重·亡灵主宰,150,2,366,4627,12584251,0,1153520,28865,28865,270,110,,,
277,5,试炼十八重·雪域魔王,150,2,355,4691,12664310,0,1161938,29092,29092,245,120,,,
278,5,试炼十八重·禁地魔王,150,2,346,4609,12744369,0,1170356,29319,29319,240,95,,3,
279,5,试炼十八重·阿修罗神,150,2,357,4619,12824428,0,1178774,29546,29546,280,110,,3,
280,5,试炼十八重·铁血魔王,150,2,365,4626,12904487,0,1187192,29773,29773,300,100,,,
281,5,试炼十九重·尸王,150,2,364,4625,12984546,0,1195610,30000,30000,220,110,,,
282,5,试炼十九重·沃玛教主,150,2,353,4687,13064605,0,1204028,30227,30227,220,95,,,
283,5,试炼十九重·触龙神,150,2,340,4603,13144664,0,1212446,30454,30454,240,95,,,
284,5,试炼十九重·白猪王,150,2,338,4601,13224723,0,1220864,30681,30681,240,100,,,
285,5,试炼十九重·祖玛教主,150,2,370,4699,13304782,0,1229282,30908,30908,240,110,,,
286,5,试炼十九重·赤月恶魔,150,2,339,4602,13384841,0,1237700,31135,31135,210,100,,,
287,5,试炼十九重·黄泉教主,150,2,358,4656,13464900,0,1246118,31362,31362,225,100,,3,
288,5,试炼十九重·牛魔王,150,2,362,4683,13544959,0,1254536,31589,31589,240,125,,,
289,5,试炼十九重·虹魔教主,150,2,342,4653,13625018,0,1262954,31816,31816,260,110,,,
290,5,试炼十九重·蛇妖王,150,2,352,4615,13705089,0,1271395,32070,32070,260,130,,,
291,5,试炼二十重·狂血战魔,150,2,360,4621,13804062,0,1277561,32231,32231,215,115,,,
292,5,试炼二十重·镇魔妖王,150,2,369,4629,13903035,0,1283727,32392,32392,280,120,,,
293,5,试炼二十重·深海巨魔,150,2,363,4624,14002008,0,1289893,32553,32553,260,100,,,
294,5,试炼二十重·雷炎蜘蛛,150,2,347,4610,14100981,0,1296059,32714,32714,225,100,,3,
295,5,试炼二十重·炼狱巨魔,150,2,348,4611,14199954,0,1302225,32875,32875,250,120,,,
296,5,试炼二十重·亡灵主宰,150,2,366,4627,14298927,0,1308391,33036,33036,270,110,,,
297,5,试炼二十重·雪域魔王,150,2,355,4691,14397900,0,1314557,33197,33197,245,120,,,
298,5,试炼二十重·禁地魔王,150,2,346,4609,14496873,0,1320723,33358,33358,240,95,,3,
299,5,试炼二十重·阿修罗神,150,2,357,4619,14595846,0,1326889,33519,33519,280,110,,3,
300,5,试炼二十重·铁血魔王,150,2,365,4626,14694819,0,1333055,33680,33680,300,100,,,
301,5,试炼二十一重·尸王,150,3,364,4625,14793792,0,1339221,33841,33841,220,110,,,
302,5,试炼二十一重·沃玛教主,150,3,353,4687,14892765,0,1345387,34002,34002,220,95,,,
303,5,试炼二十一重·触龙神,150,3,340,4603,14991738,0,1351553,34163,34163,240,95,,,
304,5,试炼二十一重·白猪王,150,3,338,4601,15090711,0,1357719,34324,34324,240,100,,,
305,5,试炼二十一重·祖玛教主,150,3,370,4699,15189684,0,1363885,34485,34485,240,110,,,
306,5,试炼二十一重·赤月恶魔,150,3,339,4602,15288657,0,1370051,34646,34646,210,100,,,
307,5,试炼二十一重·黄泉教主,150,3,358,4656,15387630,0,1376217,34807,34807,225,100,,3,
308,5,试炼二十一重·牛魔王,150,3,362,4683,15486603,0,1382383,34968,34968,240,125,,,
309,5,试炼二十一重·虹魔教主,150,3,342,4653,15585576,0,1388549,35129,35129,260,110,,,
310,5,试炼二十一重·蛇妖王,150,3,352,4615,15684549,0,1394715,35290,35290,260,130,,,
311,5,试炼二十二重·狂血战魔,150,3,360,4621,15783522,0,1400881,35451,35451,215,115,,,
312,5,试炼二十二重·镇魔妖王,150,3,369,4629,15882495,0,1407047,35612,35612,280,120,,,
313,5,试炼二十二重·深海巨魔,150,3,363,4624,15981468,0,1413213,35773,35773,260,100,,,
314,5,试炼二十二重·雷炎蜘蛛,150,3,347,4610,16080441,0,1419379,35934,35934,225,100,,3,
315,5,试炼二十二重·炼狱巨魔,150,3,348,4611,16179414,0,1425545,36095,36095,250,120,,,
316,5,试炼二十二重·亡灵主宰,150,3,366,4627,16278387,0,1431711,36256,36256,270,110,,,
317,5,试炼二十二重·雪域魔王,150,3,355,4691,16377360,0,1437877,36417,36417,245,120,,,
318,5,试炼二十二重·禁地魔王,150,3,346,4609,16476333,0,1444043,36578,36578,240,95,,3,
319,5,试炼二十二重·阿修罗神,150,3,357,4619,16575306,0,1450209,36739,36739,280,110,,3,
320,5,试炼二十二重·铁血魔王,150,3,365,4626,16674279,0,1456375,36900,36900,300,100,,,
321,5,试炼二十三重·尸王,150,3,364,4625,16773252,0,1462541,37061,37061,220,110,,,
322,5,试炼二十三重·沃玛教主,150,3,353,4687,16872225,0,1468707,37222,37222,220,95,,,
